date,close
8/11/2008,52.7
8/12/2008,53.073
8/13/2008,52.4818
8/14/2008,52.1724
8/15/2008,53.0978
8/18/2008,53.2683
8/19/2008,52.0484
8/20/2008,51.9155
8/21/2008,51.6953
8/22/2008,52.4094
8/25/2008,52.5393
8/26/2008,51.7489
8/27/2008,51.972
8/28/2008,52.6495
8/29/2008,52.8637
9/2/2008,53.0174
9/3/2008,52.1793
9/4/2008,51.7399
9/5/2008,50.274
9/8/2008,52.2308
9/9/2008,51.6318
9/10/2008,50.4426
9/11/2008,49.7246
9/12/2008,50.5012
9/15/2008,49.6432
9/16/2008,48.0434
9/17/2008,48.7824
9/18/2008,48.0702
9/19/2008,54.0211
9/22/2008,51.2152
9/23/2008,49.5114
9/24/2008,48.831
9/25/2008,49.2763
9/26/2008,48.337
9/29/2008,48.5691
9/30/2008,47.0466
10/1/2008,47.2827
10/2/2008,46.9584
10/3/2008,45.8297
10/6/2008,43.2322
10/7/2008,43.1369
10/8/2008,39.25
10/9/2008,40.2111
10/10/2008,35.0169
10/13/2008,38.167
10/14/2008,42.8295
10/15/2008,39.3254
10/16/2008,36.6991
10/17/2008,37.0046
10/20/2008,38.5964
10/21/2008,39.2927
10/22/2008,37.5659
10/23/2008,36.46
10/24/2008,33.5828
10/27/2008,34.4724
10/28/2008,34.8701
10/29/2008,36.9073
10/30/2008,38.4953
10/31/2008,38.3941
11/3/2008,38.9832
11/4/2008,39.854
11/5/2008,39.8838
11/6/2008,37.9468
11/7/2008,36.8349
11/10/2008,38.2592
11/11/2008,36.46
11/12/2008,35.4028
11/13/2008,34.4724
11/14/2008,35.6894
11/17/2008,34.532
11/18/2008,34.0629
11/19/2008,34.3276
11/20/2008,31.9006
11/21/2008,30.7978
11/24/2008,32.4462
11/25/2008,34.6371
11/26/2008,33.5828
11/28/2008,35.3602
12/1/2008,34.9535
12/2/2008,33.2873
12/3/2008,33.2397
12/4/2008,34.3852
12/5/2008,33.3199
12/8/2008,36.0544
12/9/2008,36.0891
12/10/2008,36.0455
12/11/2008,35.8045
12/12/2008,34.1065
12/15/2008,35.619
12/16/2008,35.2828
12/17/2008,36.342
12/18/2008,36.6565
12/19/2008,36.0722
12/22/2008,35.6567
12/23/2008,35.2034
12/24/2008,34.6996
12/26/2008,35.0805
12/29/2008,35.0805
12/30/2008,35.1171
12/31/2008,35.8045
1/2/2009,36.4045
1/5/2009,37.2248
1/6/2009,37.7187
1/7/2009,37.075
1/8/2009,36.342
1/9/2009,36.8023
1/12/2009,35.8045
1/13/2009,34.9039
1/14/2009,34.4804
1/15/2009,33.9141
1/16/2009,34.6817
1/20/2009,34.0697
1/21/2009,33.071
1/22/2009,33.2159
1/23/2009,32.5612
1/26/2009,33.671
1/27/2009,33.8883
1/28/2009,34.7987
1/29/2009,34.7264
1/30/2009,34.2394
2/2/2009,32.8836
2/3/2009,33.5094
2/4/2009,33.9517
2/5/2009,33.3725
2/6/2009,34.2225
2/9/2009,35.1251
2/10/2009,34.8146
2/11/2009,33.7306
2/12/2009,33.2079
2/13/2009,33.7514
2/17/2009,32.3966
2/18/2009,32.2905
2/19/2009,32.2111
2/20/2009,30.9396
2/23/2009,31.5714
2/24/2009,30.3366
2/25/2009,31.0934
2/26/2009,31.3353
2/27/2009,29.8754
3/2/2009,29.2366
3/3/2009,28.8251
3/4/2009,28.6753
3/5/2009,28.1943
3/6/2009,27.9017
3/9/2009,27.3116
3/10/2009,27.9195
3/11/2009,29.3884
3/12/2009,29.194
3/13/2009,30.6709
3/16/2009,31.0676
3/17/2009,30.5895
3/18/2009,31.3503
3/19/2009,32.6704
3/20/2009,31.975
3/23/2009,31.984
3/24/2009,32.9738
3/25/2009,32.7388
3/26/2009,33.1931
3/27/2009,33.1603
3/30/2009,32.2697
3/31/2009,32.1387
4/1/2009,31.7232
4/2/2009,33.5422
4/3/2009,33.7514
4/6/2009,33.8248
4/7/2009,33.2813
4/8/2009,33.1435
4/9/2009,34.2959
4/13/2009,34.4636
4/14/2009,34.4894
4/15/2009,33.9517
4/16/2009,34.8295
4/17/2009,35.2421
4/20/2009,34.7164
4/21/2009,33.5898
4/22/2009,34.2057
4/23/2009,34.4804
4/24/2009,34.9535
4/27/2009,34.8146
4/28/2009,34.4894
4/29/2009,35.2183
4/30/2009,36.1288
5/1/2009,35.6339
5/4/2009,36.1536
5/5/2009,36.9391
5/6/2009,37.3705
5/7/2009,37.8724
5/8/2009,37.3795
5/11/2009,37.3041
5/12/2009,37.3467
5/13/2009,36.4422
5/14/2009,35.9423
5/15/2009,36.234
5/18/2009,36.3014
5/19/2009,37.0383
5/20/2009,37.4013
5/21/2009,36.3886
5/22/2009,36.3092
5/26/2009,35.9096
5/27/2009,37.1602
5/28/2009,36.7765
5/29/2009,37.2158
6/1/2009,38.0926
6/2/2009,38.4477
6/3/2009,38.3693
6/4/2009,38.3257
6/5/2009,38.9743
6/8/2009,38.3257
6/9/2009,38.6053
6/10/2009,38.9922
6/11/2009,38.6202
6/12/2009,38.5459
6/15/2009,38.3524
6/16/2009,38.0262
6/17/2009,37.32
6/18/2009,37.3795
6/19/2009,37.8982
6/22/2009,37.312
6/23/2009,36.6147
6/24/2009,36.7407
6/25/2009,36.4868
6/26/2009,37.3547
6/29/2009,37.6055
6/30/2009,37.8069
7/1/2009,37.7187
7/2/2009,37.2248
7/6/2009,36.3262
7/7/2009,36.5592
7/8/2009,36.0157
7/9/2009,36.0455
7/10/2009,35.7152
7/13/2009,35.9503
7/14/2009,36.7209
7/15/2009,37.3943
7/16/2009,37.8892
7/17/2009,38.3613
7/20/2009,38.6291
7/21/2009,39.1122
7/22/2009,38.7254
7/23/2009,39.018
7/24/2009,39.6725
7/27/2009,40.0306
7/28/2009,39.9582
7/29/2009,39.8372
7/30/2009,40.4124
7/31/2009,40.3797
8/3/2009,40.7844
8/4/2009,40.9212
8/5/2009,41.3249
8/6/2009,41.3675
8/7/2009,41.3527
8/10/2009,41.309
8/11/2009,41.2416
8/12/2009,40.8112
8/13/2009,41.5124
8/14/2009,41.6284
8/17/2009,40.4928
8/18/2009,40.3133
8/19/2009,40.2885
8/20/2009,40.9877
8/21/2009,41.6908
8/24/2009,42.3822
8/25/2009,42.3395
8/26/2009,42.162
8/27/2009,42.1967
8/28/2009,42.6589
8/31/2009,41.9517
9/1/2009,41.7058
9/2/2009,40.819
9/3/2009,41.0115
9/4/2009,41.2733
9/8/2009,42.1967
9/9/2009,42.275
9/10/2009,42.6272
9/11/2009,43.1052
9/14/2009,42.6916
9/15/2009,43.3144
9/16/2009,43.6319
9/17/2009,44.1912
9/18/2009,44.2746
9/21/2009,43.8233
9/22/2009,44.3242
9/23/2009,44.4511
9/24/2009,43.7607
9/25/2009,43.1459
9/28/2009,43.0635
9/29/2009,43.8331
9/30/2009,43.7677
10/1/2009,43.3144
10/2/2009,41.8575
10/5/2009,42.275
10/6/2009,43.1052
10/7/2009,43.2818
10/8/2009,43.8005
